date,amount,description,category,payment_mode
2023-03-23,329.91,ALDI 585962,Groceries,Debit Card
2024-01-23,9207.98,DELTA AIRLINES 963027,Travel,Credit Card
2023-01-15,7676.75,ACH DEBIT MAKEMYTRIP 914929,Bills & Utilities,ACH
2023-04-24,5609.09,PAYPAL *FLIPKART 728966,Shopping,Digital Wallet
2025-06-09,11000.3,H&M MADRID TXN 563364,Shopping,Debit Card
2024-03-27,7125.98,IRCTC E-TICKET 746733 *CARD,Travel,Credit Card
2024-11-29,10655.95,STARBUCKS MIAMI TXN 365575,Shopping,Debit Card
2025-02-15,14287.93,AMZN.COM/BILL 867074,Shopping,Credit Card
2024-09-24,7196.72,ALDI 397633,Groceries,Debit Card
2024-08-05,1349.09,WALMART.COM 670274,Shopping,Credit Card
2023-11-10,7201.08,JIO RECHARGE 293185,Bills & Utilities,Net Banking
2024-04-20,11756.71,PAYMENT TO ADOBE VIA BHIM UPI 444272 *POS,Shopping,Credit Card
2024-05-06,4869.91,NETFLIX.COM/BILL 395712,Entertainment,Credit Card
2023-10-07,14621.85,AUTOPAY AMZN PRIME 614544 *POS,Entertainment,AutoDebit
2023-03-14,8446.34,HDFC/NEFT TO ADOBE 572794,Transfer,NEFT
2024-07-05,2093.32,BOOTSCHEMIST 422243,Healthcare,Card
2024-04-09,14633.95,UBER AHMEDABAD TXN 182982,Travel,Credit Card
2025-06-12,512.72,AMZN MKTP US 675669 *ONLINE,Shopping,Credit Card
2023-09-24,1304.93,Debited OLA/UBER RIDE 638500,Travel,UPI
2024-09-08,13543.06,SPOTIFY *SUBSCRIPTION 707229,Entertainment,Card
2024-08-03,4073.07,UPI/578882/AMAZON,Shopping,UPI
2024-08-27,12324.59,AMAZON PAY *STARBUCKS 175047,Shopping,Wallet
2023-05-24,10667.25,DMART 588026,Groceries,Debit Card
2024-10-26,8957.9,Debited IRCTC E-TICKET 118310,Travel,Net Banking
2023-10-05,4245.6,INSURANCE PREMIUM DELTA AIRLINES 803691,Bills & Utilities,Net Banking
2024-11-06,10258.35,MCDONALDS PUNE POS 95103,Food & Dining,Credit Card
2025-01-05,12147.07,KFC ATLANTA TXN 516874,Food & Dining,Debit Card
2023-05-18,6846.66,UPI/535677/LIDL,Shopping,UPI
2025-02-06,5154.11,Alert: PAYMENT TO SWIGGY VIA BHIM UPI 703722,Shopping,UPI
2025-03-14,5835.7,KFC CHENNAI TXN 563349,Food & Dining,Debit Card
2025-01-04,6283.45,IMPS TRANSFER TO TESCO 191930,Shopping,IMPS
2025-05-26,14514.84,TARGET STORE515 329335,Shopping,Credit Card
2025-05-15,13953.48,HP PETROL PUMP LONDON TXN 36891,Fuel,Debit Card
2023-07-10,14926.44,HP PETROL PUMP MUMBAI TXN 275503,Fuel,Debit Card
2025-01-24,6825.41,INDIAN OIL CHENNAI TXN 315246,Fuel,Debit Card
2023-01-13,3392.49,CVS PHARMACY 850069,Healthcare,Card
2023-08-25,8781.89,IMPS TRANSFER TO AIRTEL 716413,Shopping,IMPS
2024-09-04,8119.86,AUTOPAY AMZN PRIME 617707,Entertainment,AutoDebit
2025-05-09,9349.64,ACH DEBIT SBI 971713,Bills & Utilities,ACH
2023-11-02,2107.28,AUTOPEY MAKEMYTRIP 700580,Bills & Utilities,AutoDebit
2023-05-12,7929.54,ACH DEBIT HOME DEPOT 406453,Bills & Utilities,ACH
2023-12-12,14463.58,APOLLO PHARMACY 260200,Healthcare,Card
2023-04-12,2213.3,GOOGLE *PLAY 896184,Entertainment,Credit Card
2023-04-25,14275.14,TARGET STORE714 356290,Shopping,Credit Card
2023-11-22,2504.21,ATM CASH WITHDRAWAL ICICI ATM ATM 89229,Cash Withdrawal,ATM
2024-07-15,11470.12,MOBILE TOPUP Vodafone 145768,Bills & Utilities,Wallet
2024-02-25,10079.59,NETFLIX.COM/BILL 230185 *CARD,Entertainment,Card Present
2025-06-09,1470.72,GAS BILL 689099,Bills & Utilities,Net Banking
2025-05-06,1113.91,CVS PHARMACY 441041,Healthcare,Card
2025-06-22,2649.06,Txn: ATM CASH WITHDRAWAL SBI ATM 712733,Cash Withdrawal,ATM
2023-03-06,6439.48,APPLE.COM/BILL 284918,Entertainment,Credit Card
2024-06-22,7887.72,Debited BIG BAZAAR 570057,Groceries,Debit Card
2025-10-21,8232.45,HDFC/NEFT TO TATACLIQ 232825,Transfer,NEFT
2025-09-28,1243.21,Debited IRCTC 164287 INDIAN RAIL,Travel,Net Banking
2024-11-30,8958.92,KFC HYDERABAD TXN 89581,Food & Dining,Debit Card
2024-09-02,1406.08,AMZN MKTP INDIA 618803,Shopping,Credit Card
2024-08-30,5824.17,NEFT TO TARGET 13018,Transfer,NEFT
2023-12-23,13254.79,CVS PHARMACY 404493,Healthcare,Card
2023-03-22,403.11,ALDI 208020 *CARD,Groceries,Debit Card
2024-12-13,730.5,UPI/39440/H&M *ONLINE,Shopping,UPI
2024-12-25,7612.95,SPOTIFY *SUBSCRIPTION 446716,Entertainment,Card
2024-05-31,7231.87,AMZN MKTP INDIA 990917,Shopping,Credit Card
2024-10-09,2929.39,ALDI 942579 *CARD,Groceries,Debit Card
2023-09-11,7581.84,PAYMENT TO CREDIT CARD ICICI 748862,Bills & Utilities,Credit Card
2024-08-14,7254.7,ACH DEBIT IRCTC 119862,Bills & Utilities,ACH
2024-04-26,7601.61,MAKEMYTRIP 669927,Travel,Credit Card
2025-02-25,2689.75,SUBWAY LONDON POS 224442,Food & Dining,Credit Card
2024-12-12,3935.75,IMPS TRANSFER TO TESCO 421722,Shopping,IMPS
2025-03-11,6873.69,IRCTC 764914 INDIAN RAIL,Travel,Net Banking
2025-01-12,4079.17,MYNTRA PUNE TXN 876985,Shopping,IMPS
2023-08-13,14651.04,PAYPAL *LYFT 546002 *POS,Shopping,Wallet
2023-05-15,12133.85,AMAZON PAY *ADOBE 848759,Shopping,Wallet
2025-02-09,2480.22,CARREFOUR 662881,Groceries,Debit Card
2024-05-11,14148.9,Alert: VENMO PAYMENT 34882,Transfer,UPI
2024-06-25,664.78,LIDL 637373,Groceries,Debit Card
2025-09-23,14242.64,NEFT TO TESCO 181804 *ONLINE,Transfer,NEFT
2025-02-11,14708.33,BOOTSCHEMIST 335796,Healthcare,Card
2025-06-05,4646.21,OLA/UBER RIDE 616368 *POS,Travel,Card Present
2025-08-02,9283.7,NETFLIX.COM/BILL 659774,Entertainment,Credit Card
2025-02-25,12394.16,KFC CHICAGO TXN 142236,Food & Dining,Debit Card
2024-05-07,6311.48,Alert: CVS PHARMACY 79916,Healthcare,Card
2024-12-14,8494.56,OLA/UBER RIDE 338258,Travel,UPI
2024-04-30,6538.0,ELECTRICITY BILL 452276,Bills & Utilities,Net Banking
2023-09-16,2233.52,INSURANCE PREMIUM SWIGGY 87060,Bills & Utilities,Net Banking
2023-06-02,2781.32,AMZN.COM/BILL 521996,Shopping,Credit Card
2025-10-27,6121.1,AUTOPAY AMZN PRIME 798142,Entertainment,AutoDebit
2023-11-09,1545.02,SUBSCRIPTION AMAZON PRIME 63903,Entertainment,Card
2023-09-05,13251.52,BOOTSCHEMIST 83783,Healthcare,Card
2025-05-01,13308.76,APPLE.COM/BILL 567700,Entertainment,Credit Card
2025-01-12,11906.06,TESCO STORES 109604,Groceries,Debit Card
2024-06-15,9495.48,MAKEMYTRIP DELHI TXN 311496,Shopping,Debit Card
2025-03-12,2286.19,RECHARGE Jio 788727,Bills & Utilities,UPI
2024-01-23,8566.26,ALDI 798633 *POS,Groceries,Debit Card
2023-02-11,2998.42,HDFC/NEFT TO TATACLIQ 800870,Transfer,NEFT
2023-11-16,4399.6,BIG BAZAAR 252328,Groceries,Debit Card
2025-11-02,4724.03,PAYPAL *MYNTRA 417579,Shopping,Digital Wallet
2024-02-08,11071.91,UBER LONDON TXN 255887,Travel,Credit Card
2025-06-10,381.6,APPLE.COM/BILL 849937 *POS,Entertainment,Debit Card
2024-11-09,13588.96,JIO RECHARGE 52715,Bills & Utilities,Net Banking
2023-02-12,12068.89,STARBUCKS HYDERABAD POS 957086,Food & Dining,Card Present
2025-02-18,5533.85,KFC MUMBAI TXN 467325,Food & Dining,Debit Card
2025-08-14,76.23,KFC PUNE TXN 457185,Food & Dining,Debit Card
2023-04-10,994.86,BIG BAZAAR 618171,Groceries,Debit Card
2025-06-24,3057.42,MCDONALDS MIAMI POS 534157 *ONLINE,Food & Dining,Credit Card
2024-12-24,3990.82,VENMO PAYMENT 202950,Transfer,UPI
2023-10-01,13103.85,AIRTEL BILLPAY 841145,Bills & Utilities,Net Banking
2024-10-02,2062.18,AUTOPEY SWIGGY 649362,Bills & Utilities,AutoDebit
2025-09-07,1218.1,SWIGGY CHICAGO TXN 637203,Food & Dining,UPI
2023-06-02,13348.9,SUBSCRIPTION AMAZON PRIME 36275,Entertainment,Card
2023-04-17,13588.19,AIRTEL BILLPAY 555712,Bills & Utilities,Net Banking
2025-01-20,5946.29,Debited ACH DEBIT MYNTRA 981261,Bills & Utilities,ACH
2023-11-02,813.6,OLA/UBER RIDE 430172 *POS,Travel,Card Present
2024-07-10,7978.27,Debited ALDI 916486,Groceries,Debit Card
2025-04-27,1399.81,MCDONALDS AMSTERDAM POS 40054 *CARD,Food & Dining,Debit Card
2024-11-30,13417.69,NETFLIX.COM/BILL 123204 *POS,Entertainment,Credit Card
2023-03-17,14985.41,MCDONALDS KOLKATA POS 782882,Food & Dining,Card Present
2023-09-25,4728.72,NEFT TO HOME DEPOT 853468,Transfer,NEFT
2025-04-22,9247.74,Debited GOOGLE *PLAY 101876,Entertainment,Credit Card
2023-04-27,9367.99,VENMO PAYMENT 947835,Transfer,Digital Wallet
2023-08-25,481.41,HP PETROL PUMP CHENNAI TXN 280756,Fuel,Debit Card
2025-09-08,12980.35,Txn: CVS PHARMACY 488218,Healthcare,Card
2025-07-04,7847.57,FLIPKART BENGALURU TXN 633237,Shopping,Debit Card
2025-08-20,11484.99,CARREFOUR 26265 *ONLINE,Groceries,Debit Card
2025-09-20,5621.7,AMAZON PAY *SPOTIFY 625656,Shopping,Wallet
2023-02-05,10255.45,ZOMATO BERLIN TXN 141811,Food & Dining,UPI
2024-07-23,9513.64,AMZN MKTP US 24355 *POS,Shopping,Credit Card
2025-07-30,12833.69,RYANAIR 224593,Travel,Credit Card
2025-03-07,10396.59,INDIAN OIL AHMEDABAD TXN 740532,Fuel,Debit Card
2024-04-28,46.56,APOLLO PHARMACY 625970,Healthcare,Card
2024-02-27,1007.47,CVS PHARMACY 448867,Healthcare,Card
2025-04-23,3253.21,UBER ATLANTA TXN 981220,Shopping,Debit Card
2023-03-12,5017.39,ALDI 478962,Groceries,Debit Card
2023-04-19,6156.03,HDFC/NEFT TO TARGET 980290,Transfer,NEFT
2025-02-21,5338.53,OLA/UBER RIDE 25964 *ONLINE,Travel,UPI
2023-08-16,13741.21,HP PETROL PUMP HYDERABAD TXN 804935,Fuel,Debit Card
2025-08-14,2421.05,AMZN MKTP US 283806,Shopping,Credit Card
2025-09-15,11758.99,INSURANCE PREMIUM IKEA 801645,Bills & Utilities,Net Banking
2025-06-19,3385.34,ATM CASH WITHDRAWAL AXIS BANK ATM ATM 714724,Cash Withdrawal,ATM
2024-05-15,4397.32,GAS BILL 997157,Bills & Utilities,Net Banking
2024-08-28,11789.23,STRIPE*MAKEMYTRIP 405237,Shopping,Card
2023-08-19,9144.91,BOOTSCHEMIST 616067,Healthcare,Card
2023-10-08,8341.65,PAYMENT TO H&M VIA BHIM UPI 679836,Shopping,UPI
2023-10-06,1756.24,SUBSCRIPTION AMAZON PRIME 633534,Entertainment,Card
2023-06-09,4681.32,CVS PHARMACY 944427,Healthcare,Card
2024-01-31,2607.78,SBI/IMPS TO EASYJET 778654,Transfer,IMPS
2024-07-31,10178.93,WALMART.COM 382863,Shopping,Credit Card
2025-02-03,4831.54,INSURANCE PREMIUM MAKEMYTRIP 834367,Bills & Utilities,Net Banking
2024-04-06,10545.63,NEFT TO GOOGLE 783199,Transfer,NEFT
2023-09-09,14860.01,BIG BAZAAR 365081,Groceries,Debit Card
2025-07-23,2930.03,EASYJET 764955,Travel,Credit Card
2023-07-12,2995.71,SUBSCRIPTION AMAZON PRIME 269168,Entertainment,Card
2023-02-11,11976.55,JIO RECHARGE 645732,Bills & Utilities,Net Banking
2023-04-23,10870.72,STRIPE*CARREFOUR 512832,Shopping,Card
2024-08-28,4893.63,DELTA AIRLINES 644411,Travel,Credit Card
2023-05-28,6255.43,APPLE.COM/BILL 976716,Entertainment,Credit Card
2024-07-22,608.83,WALMART.COM 748694,Shopping,Credit Card
2023-03-13,6468.97,ALDI 926723,Groceries,Debit Card
2024-10-31,13852.12,APOLLO PHARMACY 81609,Healthcare,Card
2023-02-16,12186.57,SUBWAY KOLKATA POS 904502,Food & Dining,Debit Card
2024-07-20,4926.81,PAYPAL *GOIBIBO 963494,Shopping,Wallet
2024-08-08,1171.48,MYNTRA CHENNAI TXN 667193,Shopping,IMPS
2023-04-29,7288.11,EASYJET 384261,Travel,Credit Card
2025-08-21,12912.15,Txn: INSURANCE PREMIUM AIRTEL 204751,Bills & Utilities,Net Banking
2024-11-09,3442.86,NEFT TO TATACLIQ 689525,Transfer,NEFT
2024-02-16,9358.72,NEFT TO TATACLIQ 764075,Transfer,NEFT
2024-06-23,4251.05,KFC AHMEDABAD TXN 794149,Food & Dining,Debit Card
2023-06-02,13489.48,CARREFOUR 406954,Groceries,Debit Card
2023-10-20,12324.38,BIG BAZAAR 756876,Groceries,Debit Card
2025-01-30,426.52,PAYMENT TO CREDIT CARD AXIS 683388,Bills & Utilities,Card Present
2023-12-17,2163.01,SWIGGY PARIS TXN 392820,Food & Dining,UPI
2024-11-27,6303.82,CARREFOUR 283781,Groceries,Debit Card
2024-03-19,684.27,CARREFOUR 861331,Groceries,Debit Card
2023-04-22,136.41,OLA/UBER RIDE 898605,Travel,UPI
2025-08-02,993.41,PAYMENT TO CREDIT CARD HDFC ATM 738137,Bills & Utilities,Card Present
2024-03-25,4495.05,VENMO PAYMENT 618580,Transfer,UPI
2023-07-14,14245.86,AMAZON PAY *TESCO 837624,Shopping,Wallet
2025-05-05,11904.59,MOBILE TOPUP Vodafone 304199,Bills & Utilities,Wallet
2025-04-03,559.89,INSURANCE PREMIUM HDFC 607604,Bills & Utilities,Net Banking
2023-02-10,14663.5,ALDI 624914,Groceries,Debit Card
2023-07-21,13882.22,SPOTIFY *SUBSCRIPTION 279610,Entertainment,Card
2024-05-04,6773.97,STARBUCKS KOLKATA POS 155639,Food & Dining,Card Present
2024-02-09,2897.65,TARGET STORE735 415695,Shopping,Credit Card
2025-08-11,11262.23,PAYTM-TO-SPOTIFY 704566,Shopping,Digital Wallet
2025-08-27,5549.82,EASYJET 856331,Travel,Credit Card
2023-02-28,6017.24,SUBSCRIPTION AMAZON PRIME 456582,Entertainment,Card
2023-08-09,11379.34,ATM CASH WITHDRAWAL SBI ATM 592236,Cash Withdrawal,ATM
2023-03-27,8748.04,ALDI 118595,Groceries,Debit Card
2025-07-11,9296.92,OLA/UBER RIDE 731875,Travel,UPI
2023-07-06,14317.56,ACH DEBIT GOOGLE 223008,Bills & Utilities,ACH
2024-12-08,5051.13,Txn: PAYTM-TO-INDIAN OIL 642297,Shopping,Digital Wallet
2024-06-30,12163.13,MOBILE TOPUP Jio 851204,Bills & Utilities,Wallet
2023-02-26,9604.76,PAYTM-TO-SBI 129058,Shopping,Wallet
2025-10-28,4704.75,UPI/846313/AMAZON,Shopping,UPI
2024-05-18,14402.21,UBER KOLKATA TXN 691105,Travel,Credit Card
2024-07-09,14587.27,CVS PHARMACY 793908,Healthcare,Card
2024-04-16,951.29,DELTA AIRLINES 293621 *POS,Travel,Debit Card
2023-05-18,9377.86,RYANAIR 412750,Travel,Credit Card
2023-08-04,13304.9,NEFT TO PAYTM 789286,Transfer,Digital Wallet
2024-04-06,12858.1,PAYMENT TO CREDIT CARD SBI 62062,Bills & Utilities,Debit Card
2023-02-07,3902.46,STARBUCKS CHENNAI POS 572917,Food & Dining,Credit Card
2023-05-14,9304.42,UPI/378630/AMAZON,Shopping,UPI
2024-03-23,8882.12,TESCO STORES 664558,Groceries,Debit Card
2024-05-15,8647.66,Txn: AMZN.COM/BILL 478791,Shopping,Credit Card
2024-11-02,1621.76,TARGET STORE404 102492,Shopping,Credit Card
2025-05-10,4058.66,PAYPAL *INDIAN OIL 16429,Shopping,UPI
2024-12-20,7504.92,HP PETROL PUMP AHMEDABAD TXN 722106,Fuel,Debit Card
2024-05-01,673.75,LIDL 196037,Groceries,Debit Card
2025-03-10,13018.13,SPOTIFY *SUBSCRIPTION 935914,Entertainment,Card
2024-09-25,1430.22,PAYMENT TO JIO VIA BHIM UPI 509777,Shopping,UPI
2023-12-29,10587.54,EASYJET 50048 *POS,Travel,Debit Card
2023-12-05,9064.19,AMZN.COM/BILL 323456,Shopping,Credit Card
2025-02-23,12768.32,VENMO PAYMENT 725123,Transfer,Digital Wallet
2024-08-09,11378.42,SHELL PUNE TXN 150005,Fuel,Debit Card
2025-09-11,13656.25,Txn: FLIPKART HYDERABAD TXN 319698,Shopping,Debit Card
2023-10-14,13925.6,AMAZON PAY *WALMART 18829,Shopping,Wallet
2023-07-24,2348.0,MYNTRA LOS ANGELES TXN 113463,Shopping,IMPS
2025-03-04,885.68,DMART 727557 *CARD,Groceries,Card Present
2023-02-06,10.91,KFC BENGALURU TXN 142465,Food & Dining,Debit Card
2024-03-11,5277.75,UPI/890266/HOME DEPOT,Shopping,UPI
2023-06-20,7864.5,Txn: HP PETROL PUMP MUMBAI TXN 585074,Fuel,Debit Card
2024-12-17,2130.01,ACH DEBIT LYFT 359555,Bills & Utilities,ACH
2025-07-16,9531.2,DMART 936869,Groceries,Debit Card
2025-03-12,14232.33,ZOMATO SAN FRANCISCO TXN 143534,Food & Dining,UPI
2023-05-12,10599.22,SWIGGY MUMBAI TXN 252495,Food & Dining,UPI
2023-01-22,6877.88,SUBSCRIPTION AMAZON PRIME 397593,Entertainment,Card
2025-06-21,11100.0,TARGET STORE123 436893,Shopping,Credit Card
2023-01-23,6973.56,BIG BAZAAR 426395 *ONLINE,Groceries,Debit Card
2025-01-08,9558.27,SWIGGY AHMEDABAD TXN 300170,Food & Dining,UPI
2025-06-02,9263.76,RECHARGE Jio 793005,Bills & Utilities,UPI
2023-05-29,3362.55,WALMART.COM 232732,Shopping,Credit Card
2025-05-28,14988.61,NEFT TO JIO 902373,Transfer,NEFT
2023-01-13,1794.04,IRCTC 624831 INDIAN RAIL,Travel,Net Banking
2024-01-30,7202.42,UPI/188613/PAYTM,Shopping,Digital Wallet
2025-02-06,4249.61,AUTOPAY AMZN PRIME 414620,Entertainment,AutoDebit
2023-02-24,1722.34,ELECTRICITY BILL 782151,Bills & Utilities,Net Banking
2025-06-11,8927.43,VENMO PAYMENT 491111,Transfer,UPI
2025-04-26,2897.8,PAYMENT TO CREDIT CARD SBI 14646,Bills & Utilities,Debit Card
2025-03-05,2855.97,DELTA AIRLINES 335896,Travel,Credit Card
2024-12-31,9486.52,MAKEMYTRIP 772477,Travel,Credit Card
2025-11-09,14205.48,HP PETROL PUMP AMSTERDAM TXN 718517,Fuel,Debit Card
2025-03-06,923.05,TESCO STORES 465686,Groceries,Debit Card
2024-02-25,6654.98,APPLE.COM/BILL 540084,Entertainment,Credit Card
2023-05-21,11670.62,AUTOPAY AMZN PRIME 675597,Entertainment,AutoDebit
2025-06-23,4840.52,SPOTIFY *SUBSCRIPTION 460770,Entertainment,Card
2023-02-27,2027.34,PAYPAL *SWIGGY 994717,Shopping,UPI
2025-03-22,7973.36,JIO RECHARGE 248314,Bills & Utilities,Net Banking
2023-07-15,11221.01,APOLLO PHARMACY 744891,Healthcare,Card
2023-05-17,6126.22,PAYTM-TO-JIO 792623,Shopping,Wallet
2024-12-02,11396.53,Alert: AUTOPEY INDIAN OIL 468916,Bills & Utilities,AutoDebit
2024-12-13,14232.39,RYANAIR 162627,Travel,Credit Card
2024-07-13,13824.24,VENMO PAYMENT 965295,Transfer,UPI
2024-11-30,7557.8,SWIGGY ATLANTA TXN 399620,Food & Dining,UPI
2023-12-17,10497.13,MAKEMYTRIP 561366,Travel,Credit Card
2023-07-10,6667.95,ZOMATO CHICAGO TXN 97025,Food & Dining,UPI
2024-07-21,9369.16,TARGET STORE41 20334,Shopping,Credit Card
2023-11-20,14986.09,MOBILE TOPUP Airtel 509765,Bills & Utilities,Wallet
2023-03-04,13483.44,SHELL AMSTERDAM TXN 304177,Fuel,Debit Card
2024-03-05,12962.78,Alert: UPI/325974/AMAZON,Shopping,UPI
2024-11-04,10327.5,Alert: NETFLIX.COM/BILL 827380,Entertainment,Credit Card
2023-01-03,6235.12,CARREFOUR 117548,Groceries,Debit Card
2023-09-24,2385.19,TARGET STORE575 876884,Shopping,Credit Card
2023-05-18,4706.89,HDFC/NEFT TO MICROSOFT 822480,Transfer,NEFT
2025-06-29,7011.66,UPI/269378/AMAZON,Shopping,UPI
2024-02-10,1818.01,SUBSCRIPTION AMAZON PRIME 273522,Entertainment,Card
2024-11-18,1786.99,APPLE.COM/BILL 815537,Entertainment,Credit Card
2023-07-12,335.15,ZOMATO MIAMI TXN 153299,Food & Dining,UPI
2023-04-16,8388.2,AMAZON PAY *IKEA 449076,Shopping,Wallet
2024-10-07,4382.22,PAYPAL *JIO 466112,Shopping,Wallet
2025-04-11,4605.27,APOLLO PHARMACY 970331,Healthcare,Card
2025-07-10,11257.71,APPLE.COM/BILL 236041,Entertainment,Credit Card
2024-07-04,6511.19,NEFT TO SWIGGY 967690,Transfer,NEFT
2024-01-10,3524.48,DELTA AIRLINES 325010,Travel,Credit Card
2024-07-31,8586.65,JIO RECHARGE 110181,Bills & Utilities,Net Banking
2023-05-25,12574.33,DELTA AIRLINES 364626,Travel,Credit Card
2025-08-11,740.26,SUBSCRIPTION AMAZON PRIME 513428 *POS,Entertainment,Debit Card
2025-01-10,10968.84,HDFC/NEFT TO LYFT 282226,Transfer,NEFT
2023-10-20,6372.86,NETFLIX.COM/BILL 518964,Entertainment,Credit Card
2023-10-27,4464.59,KFC BENGALURU TXN 764110,Food & Dining,Debit Card
2025-02-11,4596.93,UBER LOS ANGELES TXN 484040,Travel,Credit Card
2024-12-06,7887.85,AMZN.COM/BILL 121831,Shopping,Credit Card
2024-04-06,7588.86,Alert: ELECTRICITY BILL 420320,Bills & Utilities,Net Banking
2025-05-21,8172.63,MAKEMYTRIP 204845,Travel,Credit Card
2023-08-09,6241.04,Credited SUBWAY HYDERABAD POS 845635,Food & Dining,Debit Card
2023-01-08,7815.17,UPI/129125/AMAZON,Shopping,UPI
2024-08-02,950.68,TARGET STORE152 426600,Shopping,Credit Card
2025-08-26,3652.53,Txn: RECHARGE Jio 234643,Bills & Utilities,UPI
2025-02-22,11756.18,SPOTIFY *SUBSCRIPTION 465234,Entertainment,Card
2025-09-05,6719.21,AMZN.COM/BILL 978516 *POS,Shopping,Credit Card
2025-03-06,1490.32,ALDI PARIS TXN 221895,Shopping,Debit Card
2024-01-24,5663.21,MOBILE TOPUP Jio 439080 *ONLINE,Bills & Utilities,Wallet
2024-01-27,43.36,PAYMENT TO RYANAIR VIA BHIM UPI 619545 *CARD,Shopping,Credit Card
2025-03-22,12964.84,JIO RECHARGE 398912,Bills & Utilities,Net Banking
2025-06-03,12914.0,ALDI 849286 *ONLINE,Groceries,Debit Card
2023-12-16,5395.97,GAS BILL 935545,Bills & Utilities,Net Banking
2024-09-06,4534.69,RYANAIR 374187,Travel,Credit Card
2023-10-07,12573.83,PAYPAL *ALDI 688776,Shopping,Digital Wallet
2024-11-27,10108.43,VENMO PAYMENT 498303,Transfer,Wallet
2025-09-19,1422.77,AUTOPAY AMZN PRIME 600733,Entertainment,AutoDebit
2024-05-29,5333.42,HP PETROL PUMP PARIS TXN 395503 *ONLINE,Fuel,Debit Card
2024-10-12,12613.14,IRCTC 44261 INDIAN RAIL *ONLINE,Travel,Net Banking
2025-01-24,4978.09,Debited LIDL 755191,Groceries,Debit Card
2023-05-08,13863.37,Alert: ALDI 360791,Groceries,Debit Card
2023-05-26,11621.57,AUTOPEY EASYJET 756705,Bills & Utilities,AutoDebit
2023-08-06,14094.3,SPOTIFY *SUBSCRIPTION 117186,Entertainment,Card
2023-02-12,6339.5,ALDI 69782,Groceries,Debit Card
2025-04-24,4391.23,SUBWAY LONDON POS 35317,Food & Dining,Debit Card
2024-04-16,9679.6,PAYMENT TO CREDIT CARD SBI ATM 709636 *POS,Bills & Utilities,Card Present
2024-01-04,9964.56,ZOMATO BENGALURU TXN 190733,Food & Dining,UPI
2025-05-18,10965.96,WALMART MIAMI TXN 674940,Shopping,Debit Card
2025-05-03,4048.61,PAYMENT TO CREDIT CARD HDFC 789850,Bills & Utilities,Credit Card
2024-01-25,7749.03,HP PETROL PUMP PARIS TXN 601370,Fuel,Debit Card
2023-01-31,7467.87,IKEA PARIS TXN 169804,Shopping,Debit Card
2023-02-08,8842.43,GAS BILL 971673,Bills & Utilities,Net Banking
2023-10-18,7738.37,APOLLO PHARMACY 765250,Healthcare,Card
2023-04-28,14078.67,ELECTRICITY BILL 829610,Bills & Utilities,Net Banking
2023-02-22,8350.02,MCDONALDS LOS ANGELES POS 389092,Food & Dining,Credit Card
2024-12-09,3977.81,CVS PHARMACY 937727 *ONLINE,Healthcare,Card
2025-09-01,6710.01,BIG BAZAAR 840844,Groceries,Debit Card
2025-09-30,10022.96,CARREFOUR 891529,Groceries,Debit Card
2024-02-14,1164.75,UPI/557520/OLA,Shopping,UPI
2025-02-05,2320.53,IRCTC 467754 INDIAN RAIL,Travel,Net Banking
2023-11-12,14206.44,IMPS TRANSFER TO GOOGLE 589077 *CARD,Shopping,Credit Card
2023-05-27,12554.38,SUBWAY AMSTERDAM POS 122762,Food & Dining,Card Present
2024-08-22,1627.29,ALDI 705186,Groceries,Debit Card
2023-12-29,3651.99,STARBUCKS ATLANTA POS 34125,Food & Dining,Debit Card
2023-10-17,12753.81,Debited LIDL 765069,Groceries,Debit Card
2025-01-13,705.93,PAYMENT TO CREDIT CARD SBI ATM 857600,Bills & Utilities,Card Present
2024-07-17,9892.27,JIO RECHARGE 771593,Bills & Utilities,Net Banking
2025-10-21,10558.03,MAKEMYTRIP 194229,Travel,Credit Card
2024-09-07,9787.04,GAS BILL 233885 *CARD,Bills & Utilities,Card Present
2024-08-04,13281.03,SBI/IMPS TO HOME DEPOT 630663,Transfer,IMPS
2025-10-26,6084.64,AUTOPEY TATACLIQ 735944,Bills & Utilities,AutoDebit
2024-08-30,4745.73,Txn: SUBSCRIPTION AMAZON PRIME 121763,Entertainment,Card
2023-11-11,13883.05,IRCTC E-TICKET 438624,Travel,Net Banking
2024-09-26,2545.42,OLA/UBER RIDE 505132 *ONLINE,Travel,UPI
2025-07-20,5183.74,MAKEMYTRIP 726052,Travel,Credit Card
2024-11-02,614.54,IRCTC 876529 INDIAN RAIL,Travel,Net Banking
2023-01-31,9896.73,JIO RECHARGE 100375,Bills & Utilities,Net Banking
2023-04-16,5615.9,STRIPE*ZARA 64282,Shopping,Card
2025-07-09,13545.18,Alert: KFC PUNE TXN 861871,Food & Dining,Debit Card
2023-06-18,9205.17,AUTOPEY ADOBE 976009 *POS,Bills & Utilities,AutoDebit
2024-11-23,12612.56,ZELLE PAYMENT TO STARBUCKS 220015 *CARD,Transfer,Debit Card
2024-09-04,12767.76,Txn: NEFT TO BIG BAZAAR 313382,Transfer,NEFT
2025-03-20,6684.55,SBI/IMPS TO UBER 521954,Transfer,IMPS
2024-07-22,3993.79,CVS PHARMACY 196049,Healthcare,Card
2025-09-29,607.27,AUTOPEY MAKEMYTRIP 466013,Bills & Utilities,AutoDebit
